t,sg,y,v
9.060000, 895.079482, 5968.660904 , 2025.615266,552.850369 
9.070000, 904.021367, 5988.958542 , 2031.146566,553.409659 
9.080000, 912.982131, 6009.311534 , 2036.683459,553.968949 
9.090000, 921.911318, 6029.719925 , 2042.224361,554.211437 
9.100000, 930.758673, 6050.183744 , 2047.767688,554.453924 
9.110000, 939.474459, 6070.703002 , 2053.311864,554.381242 
9.120000, 948.009774, 6091.277697 , 2058.855313,554.308560 
9.130000, 956.316859, 6111.907808 , 2064.396477,553.924337 
9.140000, 964.349400, 6132.593303 , 2069.933799,553.540114 
9.150000, 972.062826, 6153.334131 , 2075.465750,552.849955 
9.160000, 979.414588, 6174.130226 , 2080.990798,552.159796 
9.170000, 986.364427, 6194.981509 , 2086.507454,551.171244 
9.180000, 992.874633, 6215.887884 , 2092.014223,550.182692 
9.190000, 998.910283, 6236.849242 , 2097.509663,548.905181 
9.200000, 1004.439460, 6257.865459 , 2102.992327,547.627670 
9.210000, 1009.433459, 6278.936396 , 2108.460828,546.072467 
9.220000, 1013.866966, 6300.061901 , 2113.913776,544.517263 
9.230000, 1017.718218, 6321.241810 , 2119.349849,542.697393 
9.240000, 1020.969145, 6342.475942 , 2124.767724,540.877523 
9.250000, 1023.605481, 6363.764108 , 2130.166150,538.807690 
9.260000, 1025.616853, 6385.106102 , 2135.543878,536.737856 
9.270000, 1026.996853, 6406.501710 , 2140.899739,534.434347 
9.280000, 1027.743071, 6427.950703 , 2146.232565,532.130838 
9.290000, 1027.857117, 6449.452844 , 2151.541276,529.611421 
9.300000, 1027.344604, 6471.007884 , 2156.824793,527.092005 
9.310000, 1026.215121, 6492.615562 , 2162.082132,524.375819 
9.320000, 1024.482162, 6514.275609 , 2167.312310,521.659632 
9.330000, 1022.163050, 6535.987748 , 2172.514443,518.767060 
9.340000, 1019.278822, 6557.751692 , 2177.687651,515.874488 
9.350000, 1015.854096, 6579.567145 , 2182.831158,512.827033 
9.360000, 1011.916915, 6601.433804 , 2187.944191,509.779577 
9.370000, 1007.498572, 6623.351360 , 2193.026088,506.599722 
9.380000, 1002.633407, 6645.319497 , 2198.076186,503.419866 
9.390000, 997.358596, 6667.337892 , 2203.093940,500.130934 
9.400000, 991.713907, 6689.406218 , 2208.078805,496.842002 
9.410000, 985.741454, 6711.524142 , 2213.030355,493.468007 
9.420000, 979.485430, 6733.691329 , 2217.948165,490.094013 
9.430000, 972.991822, 6755.907439 , 2222.831932,486.659509 
9.440000, 966.308126, 6778.172129 , 2227.681355,483.225005 
9.450000, 959.483041, 6800.485055 , 2232.496255,479.754929 
9.460000, 952.566161, 6822.845869 , 2237.276453,476.284853 
9.470000, 945.607666, 6845.254224 , 2242.021900,472.804368 
9.480000, 938.657995, 6867.709773 , 2246.732541,469.323882 
9.490000, 931.767534, 6890.212168 , 2251.408451,465.858215 
9.500000, 924.986292, 6912.761061 , 2256.049705,462.392549 
9.510000, 918.363588, 6935.356109 , 2260.656502,458.966835 
9.520000, 911.947734, 6957.996969 , 2265.229042,455.541121 
9.530000, 905.785731, 6980.683298 , 2269.767649,452.180241 
9.540000, 899.922973, 7003.414762 , 2274.272647,448.819362 
9.550000, 894.402957, 7026.191028 , 2278.744482,445.547787 
9.560000, 889.267004, 7049.011766 , 2283.183602,442.276212 
9.570000, 884.554007, 7071.876654 , 2287.590573,439.117846 
9.580000, 880.300173, 7094.785375 , 2291.965959,435.959480 
9.590000, 876.538802, 7117.737619 , 2296.310444,432.937510 
9.600000, 873.300071, 7140.733080 , 2300.624710,429.915540 
9.610000, 870.610845, 7163.771463 , 2304.909549,427.052288 
9.620000, 868.494507, 7186.852480 , 2309.165755,424.189035 
9.630000, 866.970808, 7209.975852 , 2313.394230,421.505817 
9.640000, 866.055743, 7233.141306 , 2317.595872,418.822600 
9.650000, 865.761450, 7256.348583 , 2321.771683,416.339591 
9.660000, 866.096133, 7279.597433 , 2325.922663,413.856583 
9.670000, 867.064007, 7302.887614 , 2330.049910,411.592690 
9.680000, 868.665278, 7326.218897 , 2334.154517,409.328798 
9.690000, 870.896132, 7349.591066 , 2338.237669,407.301539 
9.700000, 873.748771, 7373.003914 , 2342.300548,405.274280 
9.710000, 877.211451, 7396.457249 , 2346.344418,403.499673 
9.720000, 881.268564, 7419.950889 , 2350.370541,401.725065 
9.730000, 885.900735, 7443.484667 , 2354.380254,400.217526 
9.740000, 891.084941, 7467.058430 , 2358.374892,398.709986 
9.750000, 896.794664, 7490.672036 , 2362.355853,397.482238 
9.760000, 903.000054, 7514.325359 , 2366.324537,396.254490 
9.770000, 909.668119, 7538.018289 , 2370.282397,395.317484 
9.780000, 916.762933, 7561.750726 , 2374.230886,394.380478 
9.790000, 924.245869, 7585.522590 , 2378.171505,393.743322 
9.800000, 932.075838, 7609.333812 , 2382.105753,393.106166 
9.810000, 940.209550, 7633.184340 , 2386.035164,392.776067 
9.820000, 948.601793, 7657.074137 , 2389.961274,392.445968 
9.830000, 957.205714, 7681.003183 , 2393.885645,392.428188 
9.840000, 965.973120, 7704.971471 , 2397.809838,392.410408 
9.850000, 974.854780, 7728.979011 , 2401.735431,392.708227 
9.860000, 983.800741, 7753.025830 , 2405.664003,393.006047 
9.870000, 992.760641, 7777.111968 , 2409.597137,393.620748 
9.880000, 1001.684030, 7801.237484 , 2413.536418,394.235449 
9.890000, 1010.520689, 7825.402451 , 2417.483426,395.166305 
9.900000, 1019.220949, 7849.606958 , 2421.439744,396.097160 
9.910000, 1027.736007, 7873.851109 , 2425.406937,397.341440 
9.920000, 1036.018232, 7898.135026 , 2429.386572,398.585719 
9.930000, 1044.021469, 7922.458843 , 2433.380195,400.138705 
9.940000, 1051.701330, 7946.822714 , 2437.389347,401.691691 
9.950000, 1059.015480, 7971.226804 , 2441.415539,403.546710 
9.960000, 1065.923899, 7995.671295 , 2445.460281,405.401728 
9.970000, 1072.389140, 8020.156383 , 2449.525040,407.550191 
9.980000, 1078.376563, 8044.682281 , 2453.611285,409.698655 
9.990000, 1083.854558, 8069.249212 , 2457.720428,412.130114 
